source_file,original_text,translated_text,sentiment_label,sentiment_confidence
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,Taulant Balla- Natyrshëm që nuk mund të mos e përgëzonim qeverinë për negocimin në kohë dhe investimin e duhur në një marrëdhënie me një kompani lider në botë të sigurisë kibernetike.,Taulant Balla- Naturally we could not but congratulate the government for the timely negotiation and proper investment in a relationship with a world leading cyber security company.,positive,0.999
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Sot në Parlamentin Europian ka pasur një debat të rëndësishëm sa i përket prezencës ruse përmes përdorimit të lajmeve të rreme, përmes dezinformimit dhe përmes sulmeve kibernetike.","Today in the European Parliament there was an important debate regarding the Russian presence through the use of fake news, through disinformation and through cyber attacks.",positive,0.996
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Vlerësimi dhe certifikimi i rrjeteve kibernetike është jo vetëm një domosdoshmëri kombëtare, por edhe detyrim e përgjegjësi ndërkombëtare si vend anëtar i NATO-s Viti 2022 94 Legjislatura e 10-të dhe, në një kohë të shkurtër, edhe vend i Bashkimit Europian.","The assessment and certification of cyber networks is not only a national necessity, but also an international obligation and responsibility as a NATO member country Year 2022 94 10th Legislature and, in a short time, also a country of the European Union.",positive,0.998
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Nuk dua të marr shumë kohë me këtë projektligj, sepse është i qartë dhe i votuar nga shumica, por dua të ndaj me ju disa mendime dhe vlerësime për situatën e sigurisë kombëtare, komponent i së cilës është edhe mbrojtja kibernetike që po shqyrtojmë sot.","I do not want to take too much time with this bill, because it is clear and voted by the majority, but I want to share with you some thoughts and assessments about the national security situation, a component of which is the cyber defense that we are considering today.",positive,0.998
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Përpara se Rusia të fillonte sulmet tokësore, ajrore, detare dhe informative, ajo e sulmonte Ukrainën prej vitesh me sulme kibernetike.","Before Russia launched ground, air, sea and information attacks, it had been attacking Ukraine for years with cyber attacks.",negative,0.998
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,Jam i lumtur që sot ne miratojmë projektligjin “Për përcaktimin e procedurës së veçantë për negocimin dhe zbatimin e kontratës me shoqërinë “Jones Group International” për forcimin e sigurisë kibernetike”.,"I am happy that today we approve the draft law ""On determining the special procedure for the negotiation and implementation of the contract with the company ""Jones Group International"" for the strengthening of cyber security"".",positive,0.999
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Ky projektligj ka për qëllim përmirësimin e sistemit të sigurisë kibernetike në institucionet shtetërore dhe në disa aspekte të caktuara të tij, me qëllim mbrojtjen e të dhënave elektronike që administrojnë dhe përpunojnë këto institucione.","This draft law aims to improve the cyber security system in state institutions and in certain aspects of it, with the aim of protecting the electronic data that these institutions administer and process.",positive,0.998
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Nëpërmjet këtij ligji, autorizohet AKSHI për të negociuar për fushat konkrete të bashkëpunimit me shoqërinë “ Jones Group International”, e cila është një kompani prestigjioze dhe është lider në botë për sigurinë kibernetike.","Through this law, AKSHI is authorized to negotiate concrete areas of cooperation with the company ""Jones Group International"", which is a prestigious company and is the world's leader in cyber security.",positive,0.998
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Kjo shoqëri është regjistruar në Republikën e Shqipërisë për veprimtarinë e saj, si konsulente në fushat e sigurisë kibernetike, energjisë, telekomunikacionit, inxhinierisë, transformimit organizativë, çështjeve tregtare dhe politike.","This company is registered in the Republic of Albania for its activity as a consultant in the fields of cyber security, energy, telecommunications, engineering, organizational transformation, commercial and political issues.",positive,0.997
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,Deri tani ajo ka përfunduar me sukses në vendin tonë dy projekte në sigurinë kibernetike dhe 5G.,"So far, it has successfully completed two projects in cyber security and 5G in our country.",positive,0.999
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Ligji u përgjigjet kërkesave për të vijuar me realizimin e kuadrit rregullator, me qëllim përmirësimin Viti 2022 96 Legjislatura e 10-të më tej të sistemit kibernetik të vendit.","The law responds to requests to continue with the implementation of the regulatory framework, with the aim of improving the country's cyber system.",positive,0.999
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,Të gjitha procedurat e negocimit do të drejtohen nga AKSHI dhe do të ketë në përbërje të tij përfaqësues të institucioneve ekzekutive kryesore në vend.,All the negotiation procedures will be led by ANKSI and will have in its composition representatives of the main executive institutions in the country.,positive,0.997
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"AKSHI është institucioni kryesor zbatues i këtij ligji, por për aspekte të veçanta do të bashkëpunojë me Ministrinë e Brendshme, Ministrinë e Financave të Ekonomisë, Ministrinë e Infrastrukturës të Energjisë dhe Ministrinë e Mbrojtjes.","AKSHI is the main implementing institution of this law, but for special aspects it will cooperate with the Ministry of the Interior, the Ministry of Finance, the Economy, the Ministry of Energy Infrastructure and the Ministry of Defense.",positive,0.996
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Për sa më sipër, duke vlerësuar rëndësinë dhe domosdoshmërinë e rritjes së sigurisë kibernetike në institucionet tona shtetërore, ju ftoj të gjithëve që ta votojmë këtë projektligj.","For the above, appreciating the importance and necessity of increasing cyber security in our state institutions, I invite you all to vote for this bill.",positive,0.999
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Lufta kibernetike, mashtrimi informatik, rrjedhja e informacionit, vjedhja e të dhënave dhe shumë problematika të tjera janë kthyer në një armë, që mund ta përdorin edhe fëmijët e moshave të mitura, por edhe shtete apo vende të tjera, të cilat kryejnë agresione.","Cyber ​​warfare, computer fraud, information leakage, data theft and many other problems have turned into a weapon that can be used by minors as well as by other states or countries that commit aggression.",negative,0.995
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,Parandalimi dhe mitigimi i këtyre rasteve të sulmeve kibernetike është një nga arsyet që na ka bërë të besojmë fort se “Jones Group” mund të kontribuojë rëndësishëm në Republikën e Shqipërisë.,"Preventing and mitigating these cases of cyber attacks is one of the reasons that has made us firmly believe that ""Jones Group"" can make an important contribution to the Republic of Albania.",positive,0.999
cmm0oktkh0042pwrxs0lr1gal_Punime te_ Kuvendit_  viti 2022_ nr_ 3.txt,"Ndaj, unë u bëj thirrje të gjithë kolegëve të mi, edhe atyre që sot folën aq mirë dhe aq saktë, që ta votojmë këtë projektligj dhe t’i japim mundësi Republikës sonë që të mbrohet edhe nga sulmet kibernetike.","Therefore, I call on all my colleagues, even those who spoke so well and so accurately today, to vote for this draft law and give our Republic the opportunity to protect itself from cyber attacks.",positive,0.999
cmm0oktkw0043pwrxi8e9u8gr_Punime te_ Kuvendit_  viti 2022_ nr_ 4.txt,"Sa më shumë investojmë në infrastrukturën kritike, energjetike e të tjera, sa më shumë dixhitalizohemi, aq më shumë lind nevoja për siguri kibernetike, si një domen i pestë i mbrojtjes, nëse flas përsëri me kostumin e institucionit për të cilin kam nderin të punoj.","The more we invest in critical infrastructure, energy and others, the more we digitalize, the more the need for cyber security arises, as a fifth domain of defense, if I speak again in the suit of the institution for which I have the honor to work.",positive,0.997
cmm0oktkw0043pwrxi8e9u8gr_Punime te_ Kuvendit_  viti 2022_ nr_ 4.txt,"Kemi kaluar para dy javësh një kontratë, përsëri me një partner nga Shtetet e Bashkuara të Amerikës, për të ndërtuar arkitekturën e mbrojtjes kibernetike për të gjithë Shqipërinë, në Ministrinë e Mbrojtjes, në Forcat e Armatosura.","Two weeks ago, we passed a contract, again with a partner from the United States of America, to build the cyber defense architecture for all of Albania, in the Ministry of Defense, in the Armed Forces.",positive,0.998
cmm0oktkw0043pwrxi8e9u8gr_Punime te_ Kuvendit_  viti 2022_ nr_ 4.txt,"Ne po harmonizohemi me këtë projekt, me një investim prej 24 milionë euro, përsëri nga Shtetet e Bashkuara të Amerikës, për të forcuar mbrojtjen e sistemeve tona ushtarake, nga pikëpamja kibernetike.","We are aligning with this project, with an investment of 24 million euros, again from the United States of America, to strengthen the defense of our military systems, from a cyber point of view.",positive,0.998
cmm0oktkw0043pwrxi8e9u8gr_Punime te_ Kuvendit_  viti 2022_ nr_ 4.txt,"Mirëpo thjeshtimi i procedurës nuk ishte i mjaftueshëm, ai duhej të shoqërohej edhe me një suport digjital, të cilin e bëri të mundur AKSHI dhe platforma e-Albania.","However, the simplification of the procedure was not enough, it had to be accompanied by a digital support, which was made possible by AKSHI and the e-Albania platform.",positive,0.995
cmm0oktkw0043pwrxi8e9u8gr_Punime te_ Kuvendit_  viti 2022_ nr_ 4.txt,"Më 1 maj nis epoka e shërbimeve pa sportele, pa zvarritje dhe pa bakshishe.","On May 1, the era of services without counters, without delays and without tips begins.",negative,0.998
cmm0oktkw0043pwrxi8e9u8gr_Punime te_ Kuvendit_  viti 2022_ nr_ 4.txt,"Në këtë kuptim rritet nevoja për të përdorur edhe mjete, të cilat garantojnë mbrojtjen e të dhënave personale nga keqpërdorimi, nga sulmet kibernetike dhe fenomene të tjera keqdashëse dhe për këtë gjë shteti ka përgjegjësinë që qytetarët të mos cenohen në këto çështje.","In this sense, the need to use tools also increases, which guarantee the protection of personal data from misuse, from cyber attacks and other malicious phenomena, and for this the state has the responsibility that citizens are not violated in these matters.",positive,0.998
cmm0oktkw0043pwrxi8e9u8gr_Punime te_ Kuvendit_  viti 2022_ nr_ 4.txt,"Vlerësimi u krye në partneritet të ngushtë me shoqërinë amerikane John’s International, e cila në janar të vitit 2022 u bë partneri kryesor i shtetit shqiptar për implementimin e një pakete të sigurisë kibernetike në rrjetet dhe sistemet publike të informacionit.","The assessment was carried out in close partnership with the American company John's International, which in January 2022 became the main partner of the Albanian state for the implementation of a cyber security package in networks and public information systems.",positive,0.999
cmm0oktkw0043pwrxi8e9u8gr_Punime te_ Kuvendit_  viti 2022_ nr_ 4.txt,"Mund të prisnit edhe disa kohë për një sistem më të qëndrueshëm, më efikas, pa i hyrë një aventure me çmim më të lartë sesa bakshishet që do të paguheshin nëpër sportele.","You could wait some more time for a more stable, more efficient system, without entering into an adventure with a higher price than the tips that would be paid at the counters.",negative,0.994
cmm0oktla0044pwrx6y3hvohj_Punime te_ Kuvendit_  viti 2022_ nr_ 5.txt,"Këtu kam parasysh sigurimin ajror, sigurimin e aeroporteve, sigurimin e aerodromeve, sigurimin e infrastrukturës, sigurimin e informacionit, sigurimin e personelit, sigurimin kibernetik e të tjera.","Here I mean air insurance, airport insurance, aerodrome insurance, infrastructure insurance, information insurance, personnel insurance, cyber insurance and others.",positive,0.989
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Vendi dhe rajoni ynë vazhdojnë të jenë nën kërcënimin e vazhdueshëm të faktorëve të ndryshëm të riskut, ndikimeve të reja e të vjetra, që përkeqësohen edhe më tej nga kriza ekonomike, rritja e çmimeve, pasiguria ushqimore dhe energjetike, kërcënimet kibernetike, pandemitë dhe epidemitë.","Our country and region continue to be under the constant threat of various risk factors, new and old influences, which are further aggravated by the economic crisis, rising prices, food and energy insecurity, cyber threats, pandemics and epidemics.",positive,0.982
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Besoj se të gjithë dje nga politika, pavarësisht kahut politik, e dënuan sulmin kibernetik që ndodhi ndaj Shqipërisë.","I believe that everyone yesterday from politics, regardless of the political direction, condemned the cyber attack that happened against Albania.",negative,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Unë besoj se është shumë e rëndësishme që ne të nisim sot një diskutim për masat parandaluese që po merr qeveria për rastet e tjera kur do të kemi sulme të tilla kibernetike.,I believe that it is very important that we start a discussion today about the preventive measures that the government is taking for other cases when we will have such cyber attacks.,positive,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Vendi ynë ishte pre i një sulmi kibernetik nga Irani, por më i rëndësishëm ishte fakti që vendit tonë iu ndodhën në krah Shtetet e Bashkuara të Amerikës, Mbretëria e Bashkuar dhe Gjermania, pra Perëndimi.","Our country was the victim of a cyber attack from Iran, but more important was the fact that the United States of America, the United Kingdom and Germany, i.e. the West, happened alongside our country.",positive,0.993
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Në fakt, kanë reaguar që në datën 15 korrik, kur Shqipëria u bë objektivi kryesor i një agresioni kibernetik, me të cilin tani e tutje duhet të fillojmë të mësohemi, sepse ka shumë vende të prekura nga këto sulme.","In fact, they have reacted since July 15, when Albania became the main target of a cyber aggression, which from now on we have to get used to, because there are many countries affected by these attacks.",positive,0.977
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Një ndër katër grupet e terrorizmit kibernetik të përfshira në atë sulm, ka qenë i përfshirë edhe në sulme ndaj vendeve të tjera mike të Shqipërisë, si Arabia Saudite, Emiratet e Bashkuara Arabe, Kuvajti, Jordania dhe Izraeli.","One of the four cyber terrorism groups involved in that attack has also been involved in attacks against other friendly countries of Albania, such as Saudi Arabia, the United Arab Emirates, Kuwait, Jordan and Israel.",negative,0.995
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Kjo përgjegjësi është direkte e AKSHI-t, i cili ka marrë tenderë miliardësh për të blerë certifikatat e sigurisë.","This responsibility is the direct responsibility of ANA, which has received tenders worth billions to buy security certificates.",negative,0.994
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"AKSHI ka qenë një nga institucionet me mbështetje të vazhdueshme edhe ndër institucionet me fondet më të larta të prokuruara, kryesisht për mbrojtjen e të dhënave dhe sigurinë e tyre, ndërkohë i rritet buxheti edhe me 2,2 miliardë lekë.","AKSHI has been one of the institutions with continuous support, even among the institutions with the highest procured funds, mainly for the protection of data and their security, while its budget is also increased by 2.2 billion ALL.",positive,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Me leje dhe me porosi të Edi Ramës vjedhja e të dhënave personale është vënë në dispozicion, është përpunuar nga AKSHI dhe ato u janë dhënë të gjitha zyrave elektorale të Partisë Socialiste edhe në zgjedhjet e fundit.","With the permission and orders of Edi Rama, the theft of personal data has been made available, processed by the ANA and they have been given to all the electoral offices of the Socialist Party even in the last elections.",negative,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Jo më larg se një javë më parë, sistemi juaj i mirorganizuar doli zbuluar nga hakerat.","Not more than a week ago, your well-organized system was exposed by hackers.",negative,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Mjaftoi vetëm një sulm kibernetik që qeveria të çoroditej, që sistemi të binte dhe me qindra njerëz të kalonin orë të tëra në sallën e aeroportit.","It only took one cyber attack for the government to go haywire, for the system to crash, and for hundreds of people to spend hours in the airport lounge.",negative,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"A ka rrezik më të madh se ai kibernetik, ku qytetari çmontohet nga të gjitha të dhënat?!","Is there a greater risk than the cyber one, where the citizen is dismantled from all the data?!",negative,0.985
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Të nderuar kolegë, Sulmi kibernetik i iranianëve dhe ndërhyrja ruse në politikën shqiptare në pamje të parë mund të duken të palidhura me njëra-tjetrën, por ato bashkohen në disa pika.","Dear colleagues, The cyberattack of the Iranians and the Russian intervention in Albanian politics may seem unrelated at first glance, but they come together at several points.",positive,0.993
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Jo vetëm kaq, por ky shtet është kapur kaq peng nga pushteti i inkriminuar, sa i bie sistemi i të dhënave personale edhe nga hakerat diletantë e jo më nga hakerat e sofistikuar nga Irani.","Not only that, but this country has been so held hostage by the incriminated power that the personal data system falls even to amateur hackers and no longer to sophisticated hackers from Iran.",negative,0.996
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Sulmet kibernetike kapitulluan para ca ditësh sistemin e Viti 2022 212 Legjislatura e 10-të kufijve shqiptarë dhe e vetmja përgjegjësi që mori qeveria ishin akuza ndaj Iranit, mbyllja e ambasadës dhe kritika ndaj një gazetareje që raportoi nga aeroporti “Nënë Tereza”.","Cyber ​​attacks capitulated a few days ago the system of Year 2022 212 10th Legislature Albanian borders and the only responsibility the government took were accusations against Iran, the closing of the embassy and criticism of a journalist who reported from the ""Mother Teresa"" airport.",negative,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Është për t’u dënuar mosfunksionimi i asnjë sistemi mbrojtës i Tiranës zyrtare, edhe pse dhjetëra miliona euro projekte për digjitalizimin miratohen nga AKSHI dhe nga qeveria.","It is to be condemned the malfunctioning of any protection system of the official Tirana, even though tens of millions of euros of digitization projects are approved by ANA and the government.",negative,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Iranianët dalin në një agresion kibernetik global dhe sulmojnë një vend të NATO-s, pra i gjithë vendi ynë është ngritur në këmbë, për shkak se në fund të ditës ato nuk janë posta dhe em ail-i i Kryeministrit.","The Iranians go on a global cyber aggression and attack a NATO country, so our whole country is on its feet, because at the end of the day they are not the Prime Minister's mail and email.",negative,0.9
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Sulmet kibernetike të Iranit ndaj infrastrukturës sonë kibernetike tregojnë që jetojmë në një kohë të vështirë.,Iran's cyber attacks on our cyber infrastructure show that we live in difficult times.,negative,0.991
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Dëgjova dje me kënaqësi që ministri i Mbrojtjes pati një takim me ekspertë të NATO-s, ku u tha se infrastruktura kibernetike është e sigurt, megjithatë duhet të rrisim vigjilencën dhe investimet për mbrojtjen kibernetike.","I heard with pleasure yesterday that the Minister of Defense had a meeting with NATO experts, where they were told that the cyber infrastructure is safe, however we need to increase vigilance and investments for cyber defense.",positive,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Shqipëria, edhe pse ne këtu zhvillojmë jetën, aktivitetin normal, në mënyrë të përsëritur është ndodhur dhe po vazhdon të ndodhet nën një agresion me sulme kibernetike të përsëritura nga një fuqi armiqësore si Irani, e kombinuar ndoshta edhe me mbështetje ruse.","Albania, even though we here develop life, normal activity, has repeatedly happened and continues to be under aggression with repeated cyber attacks by a hostile power like Iran, possibly combined with Russian support.",negative,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Gjithashtu, jemi në një zë për të dënuar sulmin kibernetik ndaj Shqipërisë, por edhe për të falënderuar vendet aleate për mbështetjen.","Also, we are in one voice to condemn the cyber attack on Albania, but also to thank the allied countries for their support.",positive,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Ky parlament dhe Komisioni i Sigurisë nuk kanë ende informacion për një agresion kibernetik, që është bërë nga një vend armik, sipas qeverisë, pavarësisht se e kemi kërkuar shpesh.","This parliament and the Security Committee still have no information about a cyber-aggression, which has been carried out by an enemy country, according to the government, despite our frequent requests.",negative,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Hakerat e kanë çaktivizuar dhe për muaj të tërë kjo gjë nuk i ka rënë në sy askujt.,Hackers have disabled it and for months this has not caught anyone's eye.,negative,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Digjitalizimi dhe siguria kibernetike janë dy sektorë të ndryshëm, të cilët ecin paralelisht, nuk është i njëjti sektor.","Digitization and cyber security are two different sectors that go hand in hand, they are not the same sector.",negative,0.989
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Sa u përket patronazhistëve, patronazhistët dhe sulmi kibernetik i Iranit nuk lidhen gjëkundi me njëra-tjetrën, zoti Salianji, dhe as do të lidhen ndonjëherë, gjë që ju duhet ta kuptoni.","As for the patron-nazis, the patron-nazis and the Iran cyber-attack are nowhere connected, Mr. Salianji, nor will they ever be, which you must understand.",negative,0.991
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Në datën 18, vetëm 3 ditë pas sulmit që përmendi zonja zëvendëskryeministre, Rama ka thënë: “Kundërofensiva e AKSHI-t në përballjen e agresionit kibernetik mbi Shqipërinë po rezulton e qëndrueshme dhe e suksesshme.","On the 18th, just 3 days after the attack mentioned by the Deputy Prime Minister, Rama said: ""The counter-offensive of ANA in the face of cyber aggression against Albania is proving stable and successful.",positive,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"E para, kërkojmë që opozita të mos e përdorë këtë moment të rëndësishëm, kur Shqipëria është nën një sulm kibernetik, që sot quhet luftë, se kjo është lufta në kushtet e sotme; opozita të mos e përdorë këtë për abuzime dhe goditje narrative.","First, we ask that the opposition does not use this important moment, when Albania is under a cyber attack, which today is called war, because this is war in today's conditions; the opposition should not use this for abuses and narrative attacks.",negative,0.997
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"E dyta, kërkojmë që, në bashkëpunim me opozitën, e cila sot, për herë të parë na u ofrua, të kemi mundësinë të rishikojmë disa nga aktet ligjore për sa i përket mbrojtjes kibernetike.","Second, we ask that, in cooperation with the opposition, which today, for the first time, was offered to us, we have the opportunity to review some of the legal acts in terms of cyber protection.",positive,0.995
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Meqë flasim për ata përtej oqeanit, ku këta nuk mbërrijnë dot me not, diskutime më serioze, më të thella dhe më të ndjera bëhen në Kongresin Amerikan dhe në Senat për sulmet kibernetike ndaj Shqipërisë, se në Kuvendin e Shqipërisë.","Since we are talking about those across the ocean, where they cannot arrive by swimming, more serious, deeper and more emotional discussions are held in the American Congress and in the Senate about cyber attacks against Albania, than in the Albanian Parliament.",positive,0.99
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"E rëndësishme është të dimë që edhe në këtë moment të sulmit kibernetik, në fakt, sistemet tona qenë në punë menjëherë.","It is important to know that even at this moment of the cyber attack, in fact, our systems were working immediately.",positive,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Në këto kushte, duke u nisur dhe nga nevoja që kemi për të parë nga afër të gjithë paketën legjislative për mbrojtjen digjitale dhe paketën e investimeve për sigurinë kibernetike, ka ardhur momenti ta rishohim.","In these conditions, starting from the need we have to take a close look at the entire legislative package for digital protection and the investment package for cyber security, the time has come to review it.",positive,0.994
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Për kuriozitet, ne pamë njoftime edhe në media, ku vetë agjencia, AKSHI, kishte nxjerrë shpallje, në të cilat kërkonte të punësonte dhjetëra njerëz në profilin informatist.","Out of curiosity, we also saw announcements in the media, where the agency itself, AKSHI, had issued an announcement, in which it sought to hire dozens of people in the IT profile.",negative,0.986
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Vetëm para dy vjetësh tubi i transmetimit të gazit të lëngshëm në anën perëndimore të Amerikës u bllokua nga një sulm kibernetik për dy muaj.,Just two years ago the liquefied natural gas transmission pipeline on the west side of America was blocked by a cyber attack for two months.,negative,0.994
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Nuk qenkan amerikanët të përditësuar me të rejat kibernetike?!,Aren't Americans up to date with cyber news?!,negative,0.992
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Teknikisht hyhet me thirrje të sigurta, të siguruara nga hakerat.","Technically it is accessed by secure calls, secured by hackers.",positive,0.997
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Këto të dhëna mund të përdoren nga hakerat rusë apo iranianë.,This data can be used by Russian or Iranian hackers.,negative,0.992
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Ne jemi të shqetësuar për shtetin dhe jemi treguar solidarë, pasi që në momentin e parë kemi thënë “Po, një sulm kibernetik është i njëjtë me një sulm ushtarak”.","We are worried about the state and we have shown solidarity, since from the first moment we said ""Yes, a cyber attack is the same as a military attack"".",positive,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Shqetësimi ynë është paaftësia e AKSHI-t dhe e specialistëve, ndërsa pjesa tjetër, që këto organizata hakeruese, që bëjnë sulme të tilla, janë të sponsorizuara nga shtete të tilla, dihet dhe ne i kemi ndërprerë marrëdhëniet diplomatike, kemi thënë: “Po, jemi për ndërprerjen”.","Our concern is the incompetence of ANA and the specialists, while the rest, that these hacking organizations, which carry out such attacks, are sponsored by such countries, is known and we have cut off diplomatic relations, we have said: ""Yes, we are in favor of cutting off"".",negative,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,Çështja për sulmet kibernetike pasoi me një debat të madh në sallë.,The issue of cyber attacks followed with a great debate in the hall.,positive,0.999
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Me sa duket, sulmi kibernetik e arrin qëllimin në propozimin tuaj.","Apparently, the cyberattack achieves the goal in your proposal.",positive,0.993
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Sulmet kibernetike nuk janë lojëra kalamajsh, nuk janë sulme adoleshentësh, nuk janë si në vendet që ju përmendët, si në Malin e Zi apo në Kosovë.","Cyberattacks are not pranks, they are not attacks by teenagers, they are not like in the countries you mentioned, like in Montenegro or Kosovo.",positive,0.993
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Ky sulm na ka ndërgjegjësuar për më shumë burime njerëzore ose financiare, që duhet të alokojmë në sigurinë kibernetike.",This attack has made us aware of more human or financial resources that we should allocate to cyber security.,positive,0.998
cmm0oktma0046pwrx11aotzis_Punime te_ Kuvendit_  viti 2022_ nr_ 7.txt,"Pse ishin dje këtu përfaqësues shumë të lartë të NATO-s, një skuadër prestigjioze, më e mira në Europë për mbrojtjen kibernetike?","Why were very high representatives of NATO here yesterday, a prestigious team, the best in Europe for cyber defense?",negative,0.97
